gene,gene,log2FC,pvalue,adj_pvalue,regulation,test_type,mean_tumor,mean_normal,neg_log10_pval,mechanistic_note
SLC15A2,SLC15A2,-2.0167954584696064,5.38013854554174e-41,5.907463383118016e-39,Downregulated,welch_ttest,7.840097965513942,9.856893423983548,38.228598961622644,Transcriptional Driver
C5,C5,-1.7031428860420643,5.547606696431914e-41,6.05127098860797e-39,Downregulated,welch_ttest,7.293913947454431,8.997056833496496,38.21815339801421,Transcriptional Driver
FDX1,FDX1,-1.3403874048235913,5.856157684357909e-41,6.3460846017421e-39,Downregulated,welch_ttest,10.447186175909051,11.787573580732642,38.19749414247436,Transcriptional Driver
COMMD8,COMMD8,-1.1050339077185125,6.043043148774291e-41,6.506081519914139e-39,Downregulated,welch_ttest,11.571152387143616,12.676186294862129,38.18668049939615,Transcriptional Driver
SLC13A3,SLC13A3,-7.125647167369978,6.786912971625899e-41,7.25980755287467e-39,Downregulated,welch_ttest,5.339437180172302,12.46508434754228,38.13907489167351,Transcriptional Driver
PRDM1,PRDM1,2.183399130868473,6.938473055934487e-41,7.374351491499603e-39,Upregulated,welch_ttest,10.332343007079679,8.148943876211206,38.13227616600022,Transcriptional Driver
SLC12A1,SLC12A1,-7.986768493301208,8.01659694150151e-41,8.465934859241722e-39,Downregulated,welch_ttest,5.9721814304319,13.958949923733108,38.07232507750868,Transcriptional Driver
MACROD1,MACROD1,-1.9938027869223998,8.080663194292535e-41,8.479582010213306e-39,Downregulated,welch_ttest,8.471769015437944,10.465571802360344,38.07162555518809,Transcriptional Driver
PRKCDBP,PRKCDBP,2.0767524517604112,8.370875684099467e-41,8.728875398891142e-39,Upregulated,welch_ttest,10.682548962784718,8.605796511024307,38.05904170583819,Transcriptional Driver
HS6ST2,HS6ST2,-5.438825426743199,8.819212722857134e-41,9.138909184060706e-39,Downregulated,welch_ttest,5.216634700615177,10.655460127358376,38.03910563835966,Transcriptional Driver
LSM3,LSM3,-1.0473152804625983,9.567894578393292e-41,9.792326673442023e-39,Downregulated,welch_ttest,10.910062859999606,11.957378140462204,38.00911410682976,Transcriptional Driver
MCUR1,MCUR1,-1.0808347165372627,9.512769095822384e-41,9.792326673442023e-39,Downregulated,welch_ttest,10.672330976999639,11.753165693536902,38.00911410682976,Transcriptional Driver
HLA-B,HLA-B,1.6457180345145712,9.864539794489505e-41,1.0033992011818159e-38,Upregulated,welch_ttest,14.81701654837153,13.171298513856959,37.998526249055196,Transcriptional Driver
FABP1,FABP1,-7.952320001217971,1.6945233900590678e-40,1.7131218175109355e-38,Downregulated,welch_ttest,4.675936984307932,12.628256985525903,37.766211753910284,Transcriptional Driver
MYOF,MYOF,1.7078448408549693,1.9539513401560786e-40,1.9515971819149266e-38,Upregulated,welch_ttest,12.643934423507783,10.936089582652814,37.70960981767582,Transcriptional Driver
MDH1,MDH1,-1.1813206334477986,1.9448347294273936e-40,1.9515971819149266e-38,Downregulated,welch_ttest,12.720603972032219,13.901924605480017,37.70960981767582,Transcriptional Driver
CRYAA,CRYAA,-5.479856308478406,2.098228778528719e-40,2.083151685509351e-38,Downregulated,welch_ttest,4.808933068633777,10.288789377112183,37.681279105577346,Transcriptional Driver
/FCGR3A,/FCGR3A,3.517611677314016,2.2317422504394058e-40,2.202517054302699e-38,Upregulated,welch_ttest,10.347146168928624,6.829534491614608,37.65708072011869,Transcriptional Driver
MAGI2-AS3,MAGI2-AS3,-2.05617354465147,2.288182305169752e-40,2.2448557763144668e-38,Downregulated,welch_ttest,8.669521633875853,10.725695178527323,37.6488115555795,Transcriptional Driver
SUCLG2,SUCLG2,-1.3949181196962357,2.315314640072751e-40,2.2581127489650713e-38,Downregulated,welch_ttest,11.264848722621084,12.65976684231732,37.64625437727779,Transcriptional Driver
TMEM213,TMEM213,-5.931421539456482,2.7252966819347153e-40,2.6424221629519053e-38,Downregulated,welch_ttest,5.96542906001048,11.896850599466962,37.577997796716225,Transcriptional Driver
ACOX1,ACOX1,-1.6692002996194635,2.7472925989333943e-40,2.648262284320679e-38,Downregulated,welch_ttest,9.552051598313355,11.221251897932818,37.577039004507185,Transcriptional Driver
PDHA1,PDHA1,-1.087821593615793,3.030788280782968e-40,2.9046514274787057e-38,Downregulated,welch_ttest,11.253266050437734,12.341087644053527,37.53690597763012,Transcriptional Driver
ECHDC1,ECHDC1,-1.1335024568922858,3.3300674219583727e-40,3.173133210118955e-38,Downregulated,welch_ttest,11.86642994450562,12.999932401397906,37.498511695562605,Transcriptional Driver
DIRAS2,DIRAS2,3.712159718297892,3.4720751142809815e-40,3.289543165415924e-38,Upregulated,welch_ttest,9.685922435314401,5.973762717016509,37.482864410413185,Transcriptional Driver
NOL3,NOL3,2.270770874405841,3.5082947752894307e-40,3.3049731462669746e-38,Upregulated,welch_ttest,11.309677862132105,9.038906987726264,37.48083206491524,Transcriptional Driver
FUT11,FUT11,1.7411451558116458,3.536090522388799e-40,3.3123379017630673e-38,Upregulated,welch_ttest,10.956033178837494,9.214888023025848,37.479865365913206,Transcriptional Driver
DAO,DAO,-3.6323305394435303,3.6095584141990442e-40,3.3621617139000086e-38,Downregulated,welch_ttest,7.3121355243717625,10.944466063815293,37.47338140161475,Transcriptional Driver
CYP4F2,CYP4F2,-6.144249050155832,3.90502685205231e-40,3.617058391454039e-38,Downregulated,welch_ttest,4.928044378679868,11.0722934288357,37.44164448021223,Transcriptional Driver
/ZNF395,/ZNF395,2.783784583992446,3.943040192928213e-40,3.631978133263876e-38,Upregulated,welch_ttest,12.149012368329771,9.365227784337325,37.43985677486225,Transcriptional Driver
ACSS2,ACSS2,-1.3763712719325785,4.155625442718071e-40,3.8066447425561113e-38,Downregulated,welch_ttest,9.270191861453178,10.646563133385756,37.419457652092056,Transcriptional Driver
FN1,FN1,2.5566641928045186,4.499479725869174e-40,4.076577806279284e-38,Upregulated,welch_ttest,14.053039791889468,11.49637559908495,37.389704264240166,Transcriptional Driver
IFI16,IFI16,1.9633356900610348,4.478587053870698e-40,4.076577806279284e-38,Upregulated,welch_ttest,12.190245132016674,10.22690944195564,37.389704264240166,Transcriptional Driver
LOC284578,LOC284578,-5.063650183497879,4.5827367504804854e-40,4.1294443110307854e-38,Downregulated,welch_ttest,4.230824495584802,9.29447467908268,37.3841083863315,Transcriptional Driver
LDHA,LDHA,1.22657889058355,4.701618163973932e-40,4.213666441010151e-38,Upregulated,welch_ttest,15.23232637767672,14.00574748709317,37.37533984664967,Transcriptional Driver
C10orf10,C10orf10,2.2433751266258124,4.9747384927335315e-40,4.43447119406032e-38,Upregulated,welch_ttest,12.220041166968556,9.976666040342744,37.35315816189635,Transcriptional Driver
/CASP1,/CASP1,2.073372134176294,7.469892939713903e-40,6.623038766869332e-38,Upregulated,welch_ttest,10.714803961725112,8.641431827548818,37.178942702874274,Transcriptional Driver
PPFIA4,PPFIA4,4.116884224190023,8.027797559032995e-40,7.079834230253568e-38,Upregulated,welch_ttest,8.49461939351668,4.377735169326658,37.14997691091602,Transcriptional Driver
CXCR4,CXCR4,3.1624431662429373,8.38979833205967e-40,7.359939489182503e-38,Upregulated,welch_ttest,13.432577026149843,10.270133859906906,37.13312575626334,Transcriptional Driver
FHIT,FHIT,-1.556256015141046,9.075481031520597e-40,7.919551342242711e-38,Downregulated,welch_ttest,7.986523232285369,9.542779247426415,37.101299421328115,Transcriptional Driver
ARL2,ARL2,-1.1711022693467257,9.83778467859983e-40,8.539815181737444e-38,Downregulated,welch_ttest,9.970698727953167,11.141800997299892,37.06855152818923,Transcriptional Driver
AFM,AFM,-5.441225481010051,1.0197817495406803e-39,8.806240316346082e-38,Downregulated,welch_ttest,5.469238597624033,10.910464078634083,37.05520946711191,Transcriptional Driver
PLOD2,PLOD2,2.155881313207848,1.0703960159785597e-39,9.195422769390943e-38,Upregulated,welch_ttest,13.264860136401014,11.108978823193166,37.03642829881385,Transcriptional Driver
MET,MET,1.4146342060695396,1.105505880614142e-39,9.448086340506429e-38,Upregulated,welch_ttest,13.432993916605126,12.018359710535586,37.02465614661446,Transcriptional Driver
SLC35G2,SLC35G2,1.578229915452324,1.1731731357272997e-39,9.974979789927502e-38,Upregulated,welch_ttest,9.362616099708744,7.7843861842564195,37.001087975554185,Transcriptional Driver
C4orf47,C4orf47,2.184280574678798,1.1956995974159077e-39,1.0114642512834565e-37,Upregulated,welch_ttest,9.889778838427349,7.7054982637485505,36.995049462121735,Transcriptional Driver
ANAPC13,ANAPC13,-0.9569049035492867,1.2435435275632812e-39,1.041310691262586e-37,Not Significant,welch_ttest,12.327899337317445,13.284804240866732,36.982419672632155,Not Significant
/CLCNKA,/CLCNKA,-4.322153310919632,1.2393917197363398e-39,1.041310691262586e-37,Downregulated,welch_ttest,6.537666993464854,10.859820304384487,36.982419672632155,Transcriptional Driver
PEPD,PEPD,-2.7088554657867157,1.4391136137330389e-39,1.1990202872207932e-37,Downregulated,welch_ttest,10.700005458509752,13.408860924296468,36.921173468649684,Transcriptional Driver
FPR3,FPR3,2.7097370812943673,1.7049349505240996e-39,1.4133910739844786e-37,Upregulated,welch_ttest,9.766107057482936,7.056369976188568,36.84973765572084,Transcriptional Driver
ATP6V0A4,ATP6V0A4,-5.879516761447802,2.1207814386414178e-39,1.749380908093269e-37,Downregulated,welch_ttest,5.076453950749376,10.955970712197178,36.75711561746709,Transcriptional Driver
ATP6V1G3,ATP6V1G3,-4.8362079524449975,2.1428780479078355e-39,1.758857328431283e-37,Downregulated,welch_ttest,5.363309851908415,10.199517804353412,36.75476938736914,Transcriptional Driver
TM6SF1,TM6SF1,1.945060821306524,2.4114558702847998e-39,1.9695536122818708e-37,Upregulated,welch_ttest,9.244882272246434,7.29982145093991,36.70563219297046,Transcriptional Driver
ZNF395,ZNF395,2.643050207751825,2.452573014976436e-39,1.9933166955053584e-37,Upregulated,welch_ttest,13.295830058377469,10.652779850625643,36.70042369568796,Transcriptional Driver
PLA2R1,PLA2R1,-3.016629216264609,2.490820724583787e-39,2.014527200663375e-37,Downregulated,welch_ttest,6.732012963446937,9.748642179711545,36.69582686428044,Transcriptional Driver
OAT,OAT,-1.6034070071589053,2.5309387635578534e-39,2.0370371213489907e-37,Downregulated,welch_ttest,12.014816516003528,13.618223523162433,36.69100105668951,Transcriptional Driver
PPARA,PPARA,-1.5114610634095342,2.5545004095498634e-39,2.0460684439776202e-37,Downregulated,welch_ttest,9.740789512497221,11.252250575906755,36.689079842596186,Transcriptional Driver
ALAD,ALAD,-2.1380290143703213,2.6249306859753917e-39,2.0923726333399997e-37,Downregulated,welch_ttest,9.845993019964727,11.984022034335048,36.67936096885257,Transcriptional Driver
NELL1,NELL1,-4.553599409362743,3.1822729210206506e-39,2.5231471906410014e-37,Downregulated,welch_ttest,4.41914045432266,8.972739863685403,36.59805741368433,Transcriptional Driver
MUC15,MUC15,-6.210067287679884,3.195783534587517e-39,2.5231471906410014e-37,Downregulated,welch_ttest,3.545403870546844,9.755471158226728,36.59805741368433,Transcriptional Driver
NRK,NRK,-4.319799382606406,3.355866404079625e-39,2.6369793829213354e-37,Downregulated,welch_ttest,5.225335094718196,9.545134477324602,36.57889326570088,Transcriptional Driver
OGDHL,OGDHL,-3.1330675564240877,3.5276538921192676e-39,2.7588915816668614e-37,Downregulated,welch_ttest,9.295987983906972,12.42905554033106,36.55926536599743,Transcriptional Driver
KIAA0101,KIAA0101,2.098087342650267,3.636919114234131e-39,2.8309914983099478e-37,Upregulated,welch_ttest,9.812695704256972,7.714608361606706,36.548061434853416,Transcriptional Driver
TLR3,TLR3,2.4582772255936476,3.67441374069536e-39,2.846812141155564e-37,Upregulated,welch_ttest,11.679966683608475,9.221689458014827,36.5456411906512,Transcriptional Driver
CLDN8,CLDN8,-6.700136602976462,4.063820163500275e-39,3.1193582551312298e-37,Downregulated,welch_ttest,4.6711737097347505,11.371310312711213,36.505934744097715,Transcriptional Driver
PPP1R3B,PPP1R3B,1.9933490676847452,4.0527550164584555e-39,3.1193582551312298e-37,Upregulated,welch_ttest,11.189022474532653,9.195673406847908,36.505934744097715,Transcriptional Driver
IKBIP,IKBIP,1.863100442750067,4.298271521677947e-39,3.2841171349963304e-37,Upregulated,welch_ttest,10.344490477912496,8.481390035162429,36.483581361243424,Transcriptional Driver
RNF212B,RNF212B,-4.808804716584329,4.406103185769872e-39,3.351063799085527e-37,Downregulated,welch_ttest,5.680668551632656,10.489473268216985,36.47481730378901,Transcriptional Driver
FMO5,FMO5,-2.809087563757,4.6591517782171316e-39,3.527339565426486e-37,Downregulated,welch_ttest,7.531685101723328,10.340772665480328,36.45255273021274,Transcriptional Driver
CLIC5,CLIC5,-3.9751040110925207,6.355611410170578e-39,4.789819871846735e-37,Downregulated,welch_ttest,8.585262529104039,12.56036654019656,36.31968081855494,Transcriptional Driver
CTH,CTH,-2.1819736061410104,6.42099856597406e-39,4.817201639088232e-37,Downregulated,welch_ttest,8.217593777685455,10.399567383826465,36.317205174546984,Transcriptional Driver
MRPL34,MRPL34,-1.0767254524202468,6.83741291944822e-39,5.106500279479796e-37,Downregulated,welch_ttest,10.16233091789892,11.239056370319167,36.291876639987244,Transcriptional Driver
CASP1,CASP1,1.7762352639566394,7.85066890009197e-39,5.836954724821742e-37,Upregulated,welch_ttest,11.47144885787064,9.695213593914001,36.233813675344344,Transcriptional Driver
COA3,COA3,-0.9680123458037677,9.205888780962515e-39,6.8140016066231475e-37,Not Significant,welch_ttest,12.414630585766078,13.382642931569846,36.16659776836904,Not Significant
DHRS11,DHRS11,-1.825203528346674,9.537852971649658e-39,6.999162396767171e-37,Downregulated,welch_ttest,7.605488597617632,9.430692125964306,36.15495392973253,Transcriptional Driver
TUSC2,TUSC2,-1.1051470628882551,9.540474678343672e-39,6.999162396767171e-37,Downregulated,welch_ttest,8.593694541599596,9.698841604487852,36.15495392973253,Transcriptional Driver
HPD,HPD,-7.657363865861071,1.1963373341384913e-38,8.738005726879377e-37,Downregulated,welch_ttest,5.471151139780518,13.128515005641589,36.05858767499023,Transcriptional Driver
RRM1,RRM1,0.9850841630097147,1.2418688596582262e-38,9.030783198742716e-37,Not Significant,welch_ttest,11.13821855241148,10.153134389401766,36.04427458366851,Not Significant
VWF,VWF,3.9838684184769786,1.4811532932139333e-38,1.0723808559601317e-36,Upregulated,welch_ttest,12.87011776663197,8.886249348154992,35.96965094760326,Transcriptional Driver
ANGPT2,ANGPT2,3.5724042953904416,1.5295086006743487e-38,1.1025761999643783e-36,Upregulated,welch_ttest,10.420902742101308,6.848498446710867,35.95759138636763,Transcriptional Driver
FBP1,FBP1,-3.0647778250296707,1.601468329020165e-38,1.1494521599633913e-36,Downregulated,welch_ttest,9.918509439584978,12.983287264614649,35.93950909929359,Transcriptional Driver
KCNJ10,KCNJ10,-5.434169557784026,1.6430220249046166e-38,1.1641583407230146e-36,Downregulated,welch_ttest,4.712208280287118,10.146377838071144,35.9339879459529,Transcriptional Driver
GMFG,GMFG,1.7905005233576645,1.6359382197902374e-38,1.1641583407230146e-36,Upregulated,welch_ttest,10.341858784835761,8.551358261478097,35.9339879459529,Transcriptional Driver
ATP6V0E2,ATP6V0E2,-1.8305967973210109,1.6377943866926355e-38,1.1641583407230146e-36,Downregulated,welch_ttest,9.12321661545816,10.953813412779171,35.9339879459529,Transcriptional Driver
DUSP9,DUSP9,-3.438850929368403,1.6771914842306184e-38,1.183312119512496e-36,Downregulated,welch_ttest,5.883284618663993,9.322135548032396,35.926900687406466,Transcriptional Driver
TSPAN33,TSPAN33,-1.6554665917674445,1.7274834237167775e-38,1.2136303036111937e-36,Downregulated,welch_ttest,9.661659342683691,11.317125934451136,35.915913588016636,Transcriptional Driver
ACKR3,ACKR3,2.541832121797084,1.9103522344964087e-38,1.33644050835234e-36,Upregulated,welch_ttest,11.899799095800686,9.357966974003602,35.874050369095514,Transcriptional Driver
LOX,LOX,3.904677342823268,2.3417307245245377e-38,1.631340143387262e-36,Upregulated,welch_ttest,12.463435711306268,8.558758368483,35.78745547673127,Transcriptional Driver
/CEP170,/CEP170,1.2757228770231812,2.40805790341933e-38,1.6705271982716526e-36,Upregulated,welch_ttest,11.258668331642859,9.982945454619678,35.77714644911107,Transcriptional Driver
SPAG4,SPAG4,3.497752275905542,2.464892755877347e-38,1.702830078851934e-36,Upregulated,welch_ttest,10.513106098348725,7.015353822443183,35.76882868703375,Transcriptional Driver
FGF9,FGF9,-4.903383374498137,2.843263344839887e-38,1.9560707990641216e-36,Downregulated,welch_ttest,5.8288143506277805,10.732197725125918,35.70861543017909,Transcriptional Driver
SLC38A1,SLC38A1,1.9301182704281903,3.0989372235440017e-38,2.123156163899155e-36,Upregulated,welch_ttest,12.763359889469415,10.833241619041225,35.67301806112114,Transcriptional Driver
TMEM91,TMEM91,2.592594480904605,3.1316667988771464e-38,2.136750433143337e-36,Upregulated,welch_ttest,10.059271700205896,7.466677219301291,35.67024619933244,Transcriptional Driver
NR0B2,NR0B2,-3.1259680433693324,3.2859488009250115e-38,2.2328291442351103e-36,Downregulated,welch_ttest,4.432340941018456,7.558308984387788,35.65114450780844,Transcriptional Driver
GHITM,GHITM,-1.1339908680337452,3.9684764581185303e-38,2.6856057010451114e-36,Downregulated,welch_ttest,12.59808873115274,13.732079599186486,35.570957749832054,Transcriptional Driver
SUSD2,SUSD2,-2.973754230013112,4.1079251909485746e-38,2.7686747831677794e-36,Downregulated,welch_ttest,8.388880377746547,11.36263460775966,35.557728054789116,Transcriptional Driver
ARHGDIB,ARHGDIB,1.7481424984341416,4.224436087774161e-38,2.835674102643546e-36,Upregulated,welch_ttest,13.287137704937555,11.538995206503413,35.54734368306458,Transcriptional Driver
COQ10A,COQ10A,-1.1408312658397364,4.77084357746712e-38,3.1895397788066466e-36,Downregulated,welch_ttest,8.849078390008028,9.989909655847764,35.4962719771133,Transcriptional Driver
GNB5,GNB5,-1.2587700076193435,4.922178166080555e-38,3.264388559744624e-36,Downregulated,welch_ttest,9.564795512652946,10.82356552027229,35.486198152825814,Transcriptional Driver
SLFN13,SLFN13,2.658672258994165,4.91875852658637e-38,3.264388559744624e-36,Upregulated,welch_ttest,8.727856745513192,6.069184486519027,35.486198152825814,Transcriptional Driver
